ville;année;sexe;categorie;deces_categorie;deces_ville;pourcentage_ville
-1;17;M;3;6791;275490;0,0246506
-1;17;M;4;5356;275490;0,0194417
-1;17;M;5;5940;275490;0,0215616
-1;17;M;6;115168;275490;0,418048
-1;17;M;7;5215;275490;0,0189299
-1;17;M;8;1582;275490;0,00574250
-1;17;M;9;5633;275490;0,0204472
-1;17;M;10;11849;275490;0,0430106
-1;17;M;11;16329;275490;0,0592726
-1;18;T;0;7286;528178;0,0137946
-1;18;T;1;1267;528178;0,00239881
-1;18;T;2;146436;528178;0,277247
-1;18;T;3;16900;528178;0,0319968
-1;18;T;4;13655;528178;0,0258530
-1;18;T;5;13665;528178;0,0258720
-1;18;T;6;238344;528178;0,451257
-1;18;T;7;12471;528178;0,0236114
-1;18;T;8;2969;528178;0,00562121
-1;18;T;9;7703;528178;0,0145841
-1;18;T;10;23554;528178;0,0445948
-1;18;T;11;33482;528178;0,0633915
-1;18;F;0;3780;256753;0,0147223
-1;18;F;1;248;256753;0,000965909
-1;18;F;2;57946;256753;0,225688
-1;18;F;3;10274;256753;0,0400151
